"L101_volume","L102_volume","L103_volume","L104_volume","L106_volume","L107_volume","L108_volume","L101_occupancy","L102_occupancy","L103_occupancy","L104_occupancy","L106_occupancy","L107_occupancy","L108_occupancy","DAY","MIN.15.TIME"
130,184,153,182,217,140,110,2.284,3.464,3.266,10.512,5.236,2.284,2.364,6,301
84,167,118,189,165,147,102,31.42,3.344,2.321,11.024,3.897,2.441,2.085,6,302
64,150,122,180,191,128,89,45.399,2.796,2.441,10.354,4.252,2.046,1.848,6,303
65,122,119,162,192,113,79,45.516,2.442,2.518,9.529,6.261,1.81,1.652,6,304
113,141,113,170,157,117,69,12.758,2.717,2.481,10.237,3.465,2.088,1.297,6,305
111,133,100,148,153,115,57,8.503,2.558,2.047,8.15,3.622,1.928,1.022,6,306
124,127,135,154,209,112,84,2.204,2.519,4.882,10.039,18.348,1.969,1.81,6,307
132,159,137,168,145,135,99,2.203,3.977,2.638,11.93,30.829,2.756,2.047,6,308
179,173,181,198,297,110,129,3.11,4.213,3.975,14.056,18.82,2.401,2.835,6,309
164,203,198,235,269,161,151,15.554,4.802,4.843,16.3,24.843,3.15,5.434,6,310
137,246,262,282,375,210,184,47.207,6.339,6.654,22.246,13.701,4.644,5.589,6,311
228,322,305,341,414,224,251,37.956,8.976,8.347,46.027,15.75,5.237,7.875,6,312
346,358,372,374,464,313,284,8.189,11.185,10.867,57.129,16.3,8.663,9.765,6,313
392,380,414,322,556,364,312,10.513,17.326,17.482,77.365,20.473,11.615,15.08,6,314
447,412,428,265,578,365,346,18.861,57.051,36.736,89.292,21.695,10.983,25.316,6,315
464,368,440,226,525,393,362,48.744,69.809,57.406,100,38.153,12.757,67.723,6,316
497,326,482,156,459,358,393,91.149,99.057,44.177,100,51.697,9.648,67.405,6,317
444,400,557,262,568,391,443,84.337,96.026,43.625,100,55.594,13.939,34.648,6,318
444,486,511,411,537,387,411,65.084,55.986,48.467,87.169,47.287,74.611,20.121,6,319
278,460,458,457,571,352,416,86.189,16.613,47.602,42.365,35.436,74.099,34.648,6,320
342,482,458,415,578,330,416,79.648,20.789,49.255,54.295,40.435,16.183,34.137,6,321
423,475,473,455,594,332,395,63.115,15.554,33.428,47.405,26.341,52.641,22.719,6,322
416,508,473,305,677,182,413,74.769,22.798,28.94,88.309,31.617,90.907,28.072,6,323
424,489,463,335,643,210,363,70.203,21.774,42.05,95.159,45.042,97.915,74.807,6,324
382,517,496,307,644,324,542,79.768,19.214,36.814,98.19,32.799,94.254,84.848,6,325
406,496,463,297,619,347,479,80.833,19.371,42.089,95.908,40.318,67.996,37.798,6,326
357,461,462,236,493,308,400,85.673,26.773,52.326,100,70.633,74.651,31.931,6,327
438,420,430,286.110000000001,542,336,394,72.917,89.332,85.751,100,47.129,77.8,39.727,6,328
352,388,381,215,646,349,348,75.479,100,71.146,100,35.042,66.069,21.813,6,329
287,374,332,229,606,296,393,87.681,98.978,76.459,100,44.138,76.502,57.485,6,330
259,384,262,271,258,468,355,95.201,98.035,87.996,100,92.837,39.768,20.711,6,331
265,430,381,258,404,418,369,93.548,98.388,78.312,100,89.176,15.987,24.49,6,332
291,289,354,173,400,296,276,70.045,60.788,44.296,80.157,43.98,20.12,48.663,6,333
392,406,437,237,642,370,358,73.863,92.169,61.895,100,47.916,17.482,53.861,6,334
382,393,415,208,674,365,519,74.139,97.524,85.241,100,35.199,36.222,78.352,6,335
390,463,457,292,660,390,573,66.501,50.634,84.138,100,32.246,55.36,75.557,6,336
369,455,441,295,537,415,419,84.571,20.277,57.605,98.859,44.02,46.224,81.383,6,337
405,492,463,319,579,546,406,77.761,19.687,43.231,99.725,47.641,33.507,61.778,6,338
375,471,440,372,645,540,384,82.328,17.284,72.21,69.176,34.058,30.555,64.652,6,339
416,536,411,426.110000000001,556,376,341,78.509,27.64,69.297,80.282,50.436,52.247,67.958,6,340
393,502,411,466,644,391,327,83.983,29.058,26.027,71.659,27.954,31.459,65.437,6,341
440,509,475,397,665,445,408,60.988,21.617,35.516,84.098,29.294,57.681,49.728,6,342
426,495,511,381,672,421,379,70.99,18.742,54.177,91.656,31.696,37.011,32.996,6,343
401,524,440,431,619,430,369,81.659,19.804,73.585,79.14,42.761,32.797,33.389,6,344
387,474,490,342,663,392,347,82.131,18.349,45.791,95.947,37.09,18.388,21.616,6,345
426,519,408,326,652,386,379,73.55,24.134,64.965,100,28.112,21.46,35.987,6,346
424,488,368,428,483,379,368,77.13,15.357,93.271,71.423,71.659,28.782,52.326,6,347
395,488,375,458,433,409,340,77.604,21.418,78.391,53.036,86.187,29.766,37.798,6,348
390,496,379,481.220000000001,392,390,367,83.155,20.316,82.291,67.957,84.651,30.437,37.089,6,349
369,455,300,488,288,389,398,85.439,14.331,83.154,53.941,92.839,24.648,63.783,6,350
344,478,305,512.110000000001,350,443,303,79.413,15.906,88.352,51.894,87.132,14.332,75.951,6,351
281,480,327,462,396,422,395,90.122,15.945,83.903,65.004,85.006,13.584,61.698,6,352
398,469,361,468,418,407,371,74.887,16.418,83.236,49.414,86.501,15.906,41.578,6,353
373,496,418,434,435,424,391,76.896,16.182,77.958,66.816,88.471,13.427,35.199,6,354
393,502,324,310,314,422,357,83.51,16.302,92.052,100,92.092,15.039,28.585,6,355
397,514,385,378,461,430,398,75.124,23.82,82.802,74.649,86.935,24.41,33.153,6,356
305,474,449,363,495,379,340,85.795,24.922,80.32,85.161,70.596,14.567,21.734,6,357
418,499,471,484.110000000001,666,434,348,71.737,16.537,61.185,56.146,27.759,36.106,29.923,6,358
433,482,495,468,494,383,334,69.493,13.348,37.287,37.206,50.043,15.908,25.158,6,359
437,494,398,405.110000000001,642,349,327,67.998,20.827,25.67,78.27,24.096,31.971,28.584,6,360
427,538,457,440,596,228,345,64.965,18.229,35.043,73.589,21.065,100,57.168,6,361
410,446,474,251,599,272,396,70.282,44.648,23.23,100,26.106,95.319,27.286,6,362
283,427,485,222,584,375,346,88.588,94.65,23.9,100,22.403,86.226,45.555,6,363
408,495,499,355,659,423,408,74.768,39.02,44.019,80.278,30.633,76.659,26.773,6,364
375,524,508,444,604,426,396,84.531,21.654,50.949,63.706,32.798,71.462,44.371,6,365
418,535,500,430,560,326,381,72.013,22.09,41.537,62.328,36.617,55.713,43.113,6,366
422,519,487,393,474,436,372,65.359,16.261,32.64,75.281,46.696,72.84,63.589,6,367
437,476,501,394,581,363,379,69.731,19.766,45.003,62.447,43.507,36.38,29.923,6,368
421,486,421,406,563,355,390,73.431,16.813,40.081,68.546,43.271,10.12,32.207,6,369
463,488,439,314.110000000001,499,380,346,67.683,16.221,30.752,100,37.797,11.182,21.066,6,370
421,465,468,299,416,370,366,68.666,17.874,40.318,98.741,51.893,10.316,31.263,6,371
428,495,479,279,612,408,393,76.622,31.067,34.767,99.961,25.277,11.222,30.671,6,372
472,455,477,257,639,404,383,63.273,33.822,33.547,100,29.333,12.403,29.018,6,373
415,486,451,309,625,411,341,67.801,28.82,38.19,100,23.978,15.118,22.76,6,374
432,450,435,430,498,395,342,73.35,14.371,25.867,59.845,31.302,11.144,18.584,6,375
450,477,436,411,613,341,370,62.288,18.586,28.27,57.524,23.703,8.347,25.632,6,376
457,499,455,325,573,401,356,64.18,19.686,36.027,97.168,24.963,9.844,33.743,6,377
421,443,452,303,600,383,350,63.39,26.259,31.38,81.892,31.458,8.858,37.012,6,378
473,483,451,323,554,387,369,50.79,18.073,31.342,90.474,30.475,11.34,21.932,6,379
433,458,459,397,621,404,359,41.027,15.672,32.287,86.972,27.168,10.356,34.885,6,380
415,431,437,314,377,356,376,15.985,16.577,28.665,79.258,65.476,8.505,52.996,6,381
416,410,372,339,502,356,483,19.529,14.174,71.857,78.626,39.018,8.388,26.342,6,382
406,405,358,388,503,328,284,13.19,12.127,63.154,40.87,22.088,7.166,12.796,6,383
349,343,369,366,514,329,267,9.174,10.987,27.326,31.655,15.79,7.243,8.779,6,384
315,350,386,328,486,314,254,7.439,15.435,11.457,32.481,16.222,6.968,8.82,7,385
360,344,346,316,433,297,264,9.607,12.756,10.316,31.461,13.465,6.181,8.622,7,386
318,334,331,352,477,323,259,6.81,12.009,19.175,31.144,13.191,6.653,6.455,7,387
348,295,337,298,457,291,226,8.111,9.803,14.961,26.538,12.953,5.905,5.71,7,388
303,296,302,283,422,274,230,6.457,8.542,8.899,24.725,11.495,5.471,5.588,7,389
248,262,250,291,362,259,186,5.355,8.465,5.512,21.3,11.221,4.764,4.291,7,390
258,247,273,269,371,246,206,5.549,7.048,16.458,19.805,9.528,4.41,4.803,7,391
221,244,245,244,306,232,163,4.33,5.984,5.395,15.316,11.341,4.093,3.385,7,392
244,237,245,289,342,213,169,4.645,5.079,5.551,17.639,11.024,3.741,3.818,7,393
216,208,216,235,283,174,130,4.411,4.212,4.962,13.465,8.583,2.953,2.875,7,394
204,205,212,237,305,165,144,3.7,4.371,4.527,13.505,9.332,2.717,3.189,7,395
194,213,172,229,266,162,124,3.583,4.212,3.858,13.112,6.614,2.873,2.717,7,396
144,150,137,185,171,136,87,2.677,3.033,2.836,9.883,3.976,2.439,1.771,7,397
172,150,158,164,216,136,108,3.07,2.796,3.465,9.056,5.629,2.244,2.323,7,398
146,159,125,198,185,159,86,2.403,2.913,2.834,11.103,5.118,2.678,1.771,7,399
130,189,138,207,203,146,95,2.282,3.544,3.11,12.994,5.079,2.441,2.046,7,400
161,132,164,169,228,133,101,2.954,2.598,5.551,8.976,5.592,2.283,2.126,7,401
161,139,172,148,240,98,105,2.638,3.306,3.425,10.001,5.63,2.047,2.048,7,402
164,137,160,171,217,118,104,2.991,2.757,3.463,10.237,10.55,1.849,2.166,7,403
171,157,177,177,209,126,104,2.992,4.172,3.779,14.173,17.284,2.795,2.086,7,404
171,179,155,224,196,141,90,2.992,3.779,3.189,15.473,18.309,2.757,1.85,7,405
270,201,257,224,226,146,186,5.432,4.88,5.669,14.725,39.608,3.111,4.881,7,406
301,251,297,325,351,204,195,6.496,6.575,7.599,27.206,27.481,4.764,4.961,7,407
343,314,349,356,385,236,300,8.307,8.544,9.331,33.428,31.419,5.866,8.701,7,408
380,340,400,360,453,323,303,11.653,11.733,14.608,38.113,23.819,7.795,9.568,7,409
411,387,415,350,535,344,322,52.761,17.245,16.971,61.695,20.121,10.946,15.119,7,410
471,378,514,350,560,374,398,64.416,15.12,24.845,55.514,33.23,10.394,20.08,7,411
452,403,470,351,500,333,365,90.519,20.829,45.791,67.011,42.916,8.82,14.135,7,412
478,422,485,334,504,383,421,88.116,21.144,42.208,88.193,64.848,10.592,20.67,7,413
390,411,500,288,587,379,379,96.972,18.819,39.177,96.655,43.743,13.545,22.048,7,414
360,466,516,377,601,354,405,96.302,18.309,32.324,68.313,31.577,9.332,20.711,7,415
442,464,455,400,534,380,404,90.95,19.845,60.951,71.382,43.783,11.458,23.191,7,416
424,395,576,366,585,373,441,89.494,14.609,77.369,61.737,43.862,10.198,20.948,7,417
451,433,676,307,586,341,352,90.519,20.043,65.359,93.663,41.223,8.506,37.837,7,418
442,464,471,327,504,381,406,81.226,31.261,65.635,94.847,68.744,17.796,40.436,7,419
421,473,434,237,496,271,398,86.424,28.78,49.217,100,71.699,67.483,36.459,7,420
421,489,295,271,637,354,434,71.344,22.954,55.751,100,37.327,73.903,26.695,7,421
414,437,470,296,649,362,399,77.367,26.341,63.588,97.994,28.9,18.901,18.269,7,422
444,444,408,332,541,345,354,87.839,30.08,49.925,85.357,40.082,15.039,22.363,7,423
386,384,316,229,599,363,391,68.98,88.469,60.596,100,42.916,12.363,17.994,7,424
402,393,315,249,538,343,376,72.801,99.765,67.131,100,42.642,9.332,27.207,7,425
427,362,409,264,638,350,427,62.249,97.405,52.446,100,33.112,10.079,38.112,7,426
406,433,458,276,571,381,391,73.666,85.83,36.066,100,49.688,13.741,52.367,7,427
388,462,519,235,537,380,391,75.792,26.066,29.413,100,59.967,12.245,60.083,7,428
400,437,501,184,577,248,367,82.329,33.979,56.067,100,55.044,48.27,45.397,7,429
389,419,487,230,616,417,379,85.201,65.711,32.915,100,39.255,62.72,64.728,7,430
369,478,408,336,616,394,374,87.485,17.798,29.844,85.395,29.687,19.922,65.164,7,431
365,468,480,412,606,373,369,86.422,15.238,66.579,65.988,51.541,44.769,60.239,7,432
374,429,376,293,513,401,395,89.061,13.189,82.996,85.514,64.099,19.568,59.532,7,433
360,527,438,311,516,434,354,83.152,16.576,75.557,88.034,59.767,15.514,63.98,7,434
379,493,378,345,437,420,420,89.966,32.601,86.109,82.408,80.084,15.789,43.113,7,435
373,475,475,268,522,400,374,87.764,19.095,75.909,100,76.149,15.985,24.963,7,436
405,470,425,219,549,358,393,81.07,35.75,69.099,100,47.209,10.668,27.522,7,437
402,417,461,256,540,398,414,82.841,72.09,66.66,100,48.075,29.334,30.435,7,438
404,458,452,257,662,409,355,82.133,30.868,47.405,100,34.847,68.47,26.42,7,439
376,459,464,262,652,448,364,86.187,16.773,25.435,100,23.939,29.412,34.688,7,440
373,480,419,432.110000000001,628,431,333,88.748,16.459,44.923,77.13,28.782,33.033,29.254,7,441
355,508,495,451,653,406,401,95.361,15.553,42.995,90.989,28.428,40.87,29.611,7,442
406,535,486,360,679,380,385,79.298,23.742,26.577,100,27.954,74.534,44.609,7,443
391,454,491,416.110000000001,678,383,383,84.85,17.638,67.054,66.973,34.924,28.782,29.412,7,444
396,469,457,466,674,322,348,89.967,13.821,57.326,55.202,24.293,38.902,30.947,7,445
386,437,473,492.110000000001,633,386,428,85.951,11.772,28.741,50.83,22.916,34.098,26.065,7,446
373,419,462,470,568,359,318,88.154,12.127,31.933,44.728,27.09,10.553,16.183,7,447
373,461,486,459.110000000001,624,370,367,85.911,12.64,19.333,45.279,24.096,11.732,23.23,7,448
378,432,475,432,563,358,379,85.99,12.126,26.578,52.327,28.86,10.354,24.137,7,449
384,422,433,409,598,365,294,84.614,11.616,19.767,47.917,23.346,10.906,26.103,7,450
290,441,440,436,619,364,301,91.578,13.27,15.748,53.152,19.214,8.897,22.285,7,451
102,408,453,411,589,329,274,79.613,12.717,17.6,49.529,19.49,8.031,8.936,7,452
124,381,376,376,505,322,255,87.76,11.773,12.953,33.899,15.317,7.991,8.387,7,453
20,411,328,374,506,306,232,4.606,13.112,10.946,40.239,15.356,6.733,12.403,7,454
342.57380592872,306,31,272,281,261,234,46.2838563451951,13.701,0.551,45.358,75.91,5.749,7.835,7,455
429.903122732363,106,396,226,458,246,284,56.5885053826984,2.283,18.307,16.418,39.332,4.921,12.129,7,456
53.0342857142857,131,280,205,467,209,262,6.17954857142857,3.032,7.676,14.765,13.386,4.331,6.89,7,457
289.344075932237,66,263,154,292,183,346,41.2920078926202,1.771,8.661,10.59,37.521,3.936,9.292,7,458
418.657058732186,99,305,136,490,146,377,56.7874269005848,2.441,8.938,9.409,14.567,2.991,11.772,7,459
421.698532232534,109,216,160,375,148,276,57.7471403508772,2.596,9.055,13.19,10.945,3.229,7.126,7,460
416.985938247405,57,225,144,374,137,271,51.5676124225752,2.401,8.19,16.183,11.852,2.836,25.396,7,461
447.399386111103,30,60,117,361,129,280,51.4105224382391,1.18,2.322,15.2,18.82,2.637,30.632,7,462
433.537037037037,61.32,282.780020840336,16,314,106,138,54.013987654321,5.32789714285714,34.1436481971512,2.164,18.231,2.243,3.897,7,463
436.376543209877,469.221323198121,422.099415204678,18,194,82,97.7315599343186,50.9281481481481,31.8919127216614,48.887865497076,1.338,7.678,1.85,7.11714673234811,7,464
450.543209876543,469.391812865497,425.865497076023,70.1807399014778,21,136,208.206487846085,54.4796851851852,32.8897894736842,46.1918245614035,17.0597868308703,1.536,3.226,16.7723305929364,7,465
449.266642540821,464.578947368421,419.450292397661,189.120021625079,23,123,84.4971751412429,57.2541771824398,33.7014736842105,47.0644619883041,51.0111115180524,1.417,3.033,5.47346892655367,7,466
461.711709137096,461.245614035088,440.099415204678,11,20,134,59.5762711864407,57.2403029530841,38.4826432748538,41.4699590643275,1.141,1.101,6.261,2.99285875706215,7,467
434.555682526306,463.292397660819,434.730994152047,12,86.7988826815642,133,28,61.1034190362567,41.2300526315789,44.0138947368421,1.221,3.53043016759777,2.873,0.787,7,468
462.73321718396,454.736842105263,348.845549848318,23,29,117,124.796610169492,57.5816018516681,34.7148947368421,37.5279278073752,3.858,1.573,2.753,8.40023163841808,7,469
446.41975308642,465.19298245614,449.221439049297,27,34,136,24,54.8448580246914,31.9815730994152,42.4910081752641,8.623,1.809,3.189,0.431,7,470
397.8125072068,461.746097321447,415.473684210526,119,32,160,182.165714285714,46.3378553373741,29.2841914965126,37.2196959064327,43.074,2.676,4.253,12.3900057142857,7,471
24,73,292.347469762025,126,54,158,17,1.772,2.165,26.702050117823,18.74,3.463,4.881,0.433,7,472
318.974977077935,91,50.0628571428571,163,223,236,82.1741573033708,30.8448698998643,2.717,7.75481714285714,16.064,6.929,5.945,5.06429213483146,7,473
30,86,417.28373319914,142,326,157,90.5955056179775,1.377,2.677,35.7117804736235,11.024,8.623,3.228,5.01473033707865,7,474
45,88,288.478073727311,116,331,160,32,1.496,2.007,23.1108884924431,7.597,9.45,3.307,0.669,7,475
88,185,307,255,433,191,298,17.916,4.882,22.168,21.34,16.969,4.095,39.649,7,476
308,371,361,365,499,338,292,74.651,10.001,13.584,27.601,18.466,7.678,22.206,7,477
242,357,358,334,488,302,271,98.586,10.197,10.591,25.671,14.332,6.221,25.947,7,478
194,320,396,363,500,302,323,68.428,12.639,20.593,31.656,18.387,6.654,43.704,7,479
200,360,358,327,483,309,300,59.923,12.954,12.441,25.277,16.419,7.007,23.269,7,480
355,366,449,310,532,330,274,8.426,11.22,15.75,27.326,19.726,7.244,9.176,10,481
314,367,423,330,553,344,286,8.504,12.836,17.009,29.962,20.435,7.953,9.252,10,482
362,374,435,340,567,335,278,8.464,10.984,14.372,24.804,20.435,7.007,7.993,10,483
364,362,460,306,568,318,269,9.765,13.821,14.844,23.623,24.845,6.456,6.733,10,484
346,341,445,305,469,333,297,9.253,12.285,12.441,24.255,32.404,7.481,8.582,10,485
362,354,385,308,456,282,268,8.464,12.718,32.405,20,35.593,5.866,6.654,10,486
321,268,333,264,488,286,227,7.286,7.757,26.892,17.325,17.245,5.551,5.906,10,487
308,333,435,298,498,273,242,6.576,8.935,21.537,17.993,25.633,5.117,5.788,10,488
282,308,347,289,443,280,196,5.985,8.151,8.858,17.638,14.017,5.313,4.134,10,489
253,279,312,308,397,285,181,4.802,6.181,6.615,18.583,10.671,5.787,3.82,10,490
284,247,338,294.110000000001,431,231,225,5.825,5.315,8.07,16.535,12.914,4.33,4.921,10,491
250,253,294,357.110000000001,354,295,175,4.725,5.316,6.534,19.648,9.37,5.747,3.702,10,492
216,193,257,323.330000000002,359,209,151,4.054,3.702,5.905,15.435,8.938,3.661,2.953,10,493
171,202,206,229,289,213,156,3.269,3.937,4.368,11.772,6.772,3.859,3.425,10,494
226,207,245,307.220000000001,358,219,134,4.134,4.33,4.96,18.033,8.78,4.251,2.677,10,495
260,198,270,238,394,205,136,4.565,3.819,5.826,12.835,9.371,3.898,2.637,10,496
133,159,149,449.770000000004,215,149,107,2.165,3.11,2.875,28.94,4.687,2.558,2.282,10,497
123,117,126,261.330000000002,181,98,83,2.008,2.283,2.599,12.56,4.29,1.85,1.691,10,498
132,139,142,153,223,109,89,2.205,2.676,3.069,8.032,5.394,1.812,1.89,10,499
110,137,115,186,156,127,77,1.968,2.952,2.519,9.843,5.629,2.322,1.415,10,500
117,134,126,168,177,123,94,1.929,3.189,2.795,12.52,4.368,2.598,1.967,10,501
178,182,171,222,271,138,147,3.544,4.174,4.015,15.041,7.796,2.874,4.488,10,502
182,215,199,313.110000000001,280,177,161,3.543,5.59,4.921,22.129,8.543,4.016,4.096,10,503
250,244,250,293,390,195,205,5.196,6.103,6.496,25.827,12.285,4.566,5.63,10,504
221,256,258,306.110000000001,360,231,216,5.434,9.173,13.978,28.388,12.52,5,7.639,10,505
309,323,360,447.550000000003,463,300,269,8.978,13.31,14.687,43.783,15.67,7.756,10.079,10,506
323,353,341,372,444,312,261,8.859,13.662,10.16,37.799,14.921,8.032,8.149,10,507
396,354,395,364,507,306,293,11.774,11.852,17.599,41.578,21.536,8.466,15.277,10,508
377,383,433,350,513,377,330,11.615,15.435,24.372,59.257,28.703,10.235,11.497,10,509
402,399,417,393.330000000002,553,354,340,11.929,15.907,17.169,75.479,22.247,9.212,11.181,10,510
407,425,448,462.440000000002,615,334,362,17.718,15.515,21.93,67.288,27.008,9.489,14.569,10,511
440,462,469,444,570,354,370,18.191,13.308,15.71,42.09,26.813,9.764,13.466,10,512
264,453,400,425,548,399,415,48.508,12.875,31.498,47.169,33.467,12.127,18.586,10,513
376,455,479,473,593,388,366,39.648,16.184,18.151,48.943,25.159,11.93,12.834,10,514
410,451,471,354.110000000001,588,398,341,24.884,21.931,16.419,81.461,23.979,11.143,14.567,10,515
381,447,458,410.110000000001,634,396,415,11.299,14.054,16.379,75.081,25.039,10.473,29.175,10,516
385,415,525,486.220000000001,658,389,390,14.489,11.418,21.141,39.766,27.917,10.787,22.955,10,517
428,461,489,426,639,389,410,23.387,13.191,23.309,46.224,23.231,10.473,20.118,10,518
414,442,481,416,577,421,413,20.041,14.017,34.569,44.412,24.49,10.827,20.239,10,519
420,489,476,431,617,390,375,16.262,16.104,22.64,57.761,24.45,11.143,16.576,10,520
412,456,452,351,605,361,359,15.002,23.073,22.168,79.489,27.522,10.591,17.207,10,521
425,482,463,419,522,420,360,12.678,14.332,31.105,50.002,36.144,15.828,15.827,10,522
408,478,458,416.110000000001,569,398,369,19.212,12.758,35.436,48.075,30.868,11.733,24.253,10,523
439,431,484,435,646,356,332,20.001,13.819,26.813,38.506,26.379,11.181,47.17,10,524
417,455,479,429,479,360,372,20.002,14.843,25.554,54.335,36.38,11.929,17.206,10,525
421,475,479,427,543,409,359,19.017,25.829,34.766,50.792,35.634,15.277,19.728,10,526
431,435,452,468.110000000001,577,408,337,46.421,19.254,21.418,41.893,31.656,14.213,19.726,10,527
404,424,475,446,576,339,381,20.278,14.647,25.987,48.745,33.311,9.056,17.64,10,528
446,447,485,456,625,399,379,40.199,24.135,28.074,47.011,28.862,11.456,28.153,10,529
436,517,465,373,529,380,378,40.28,35.397,29.845,87.601,41.932,11.93,29.569,10,530
428,481,446,359,561,401,328,32.916,16.419,25.514,76.263,23.819,18.071,16.654,10,531
423,493,437,372,567,429,332,18.268,18.899,19.568,83.115,27.876,15.63,17.404,10,532
392,497,459,423,524,393,347,29.175,16.654,35.475,57.996,31.262,11.853,18.308,10,533
443,498,469,398,519,420,335,57.288,16.341,32.285,74.138,27.758,14.134,17.048,10,534
405,469,495,420,443,409,394,24.883,14.726,42.798,62.958,46.342,13.307,37.56,10,535
465,465,496,405,606,393,349,37.995,15.67,61.934,63.156,29.531,19.529,22.089,10,536
467,453,445,446,548,405,321,68.469,12.639,28.308,52.248,22.914,24.647,12.994,10,537
451,458,458,437,551,394,357,26.025,12.955,52.171,51.342,26.143,12.521,17.442,10,538
474,477,491,408,529,375,321,31.893,16.771,36.578,65.793,33.11,9.921,16.536,10,539
452,481,476,367,593,409,365,32.482,20.356,46.423,80.712,29.528,14.371,25.316,10,540
478,513,462,286,450,414,371,64.454,37.682,46.382,100,42.129,15.711,27.248,10,541
467,455,468,283,493,451,368,70.556,89.807,41.106,100,39.57,14.607,23.348,10,542
433,436,424,310,555,425,284,60.202,17.048,25.436,82.05,22.207,23.505,17.876,10,543
467,523,425,428,574,449,316,33.467,22.796,15.396,65.635,19.765,23.702,15.002,10,544
451,527,499,455,633,429,341,22.01,19.608,33.506,62.525,22.325,16.3,15.277,10,545
408,453,432,315,560,397,298,23.033,16.615,53.942,80.713,20.79,20.474,13.819,10,546
428,523,546,400,616,422,306,13.27,18.623,46.185,68.31,19.923,19.135,15.159,10,547
420,532,483,407,582,441,323,12.915,19.45,27.797,72.525,18.505,22.601,16.38,10,548
487,525,487,386,637,446,373,18.701,31.143,27.64,84.805,20.633,15.828,28.27,10,549
416,488,409,311,557,428,302,19.096,32.799,21.065,86.457,19.883,28.309,28.427,10,550
439,542,439,348,553,452,350,14.409,32.13,27.049,99.331,22.246,23.073,20.119,10,551
421,560,418,335,520,340,322,11.574,40.082,24.686,99.371,23.663,48.902,13.978,10,552
411,546,455,411,616,411,377,10.944,17.757,34.886,75.281,23.979,82.252,51.617,10,553
466,555,481,437,679,393,474,24.254,22.522,45.122,58.744,24.256,86.66,46.776,10,554
465,524,462,396,628,381,534,24.923,21.497,35.278,82.05,21.301,84.807,33.153,10,555
466,574,491,364,602,417,382,25.002,29.255,43.508,99.254,25.673,81.068,31.538,10,556
444,530,461,365,560,386,392,20.946,21.341,43.783,91.582,31.458,85.126,31.498,10,557
474,573,466,358,508,418,371,32.246,32.285,48.074,84.216,39.491,72.368,36.381,10,558
495,490,473,397,559,444,368,28.978,26.929,41.932,74.768,32.129,32.719,22.443,10,559
440,483,462,409,541,408,380,38.272,14.844,35.24,56.384,33.94,12.007,21.065,10,560
471,488,458,385,570,400,370,15.04,14.961,29.766,60.752,24.768,13.466,29.766,10,561
434,486,448,392,568,381,344,17.443,21.576,28.113,57.406,25.317,9.999,24.333,10,562
481,484,448,325,581,414,383,42.011,29.334,35.122,87.168,24.214,10.629,20.869,10,563
464,472,464,420,598,408,357,37.641,43.192,28.347,55.199,29.726,11.182,21.772,10,564
451,464,443,385,625,383,371,25.277,32.442,19.529,77.956,21.93,10.079,22.048,10,565
438,492,456,341,559,383,344,17.481,37.404,27.206,99.056,27.089,12.718,21.578,10,566
472,455,432,344,531,386,323,16.104,47.484,29.452,91.93,26.301,10.986,18.86,10,567
435,417,453,345,627,360,393,15.316,30.317,37.879,87.839,23.151,8.11,27.404,10,568
474,447,421,384.110000000001,558,383,304,16.457,24.961,23.898,63.507,17.679,8.623,12.481,10,569
412,438,429,394,561,385,381,12.56,16.969,17.757,46.658,17.679,8.936,16.734,10,570
394,470,407,399,533,406,386,10.435,22.877,16.735,50.162,18.743,11.534,18.859,10,571
415,444,400,431,530,373,327,14.057,14.529,15.001,37.522,16.105,9.724,17.286,10,572
398,384,431,364,486,342,306,10.946,11.536,12.244,30.082,15.711,7.679,11.655,10,573
338,360,417,385,499,325,274,9.488,10.592,12.282,31.855,15.434,7.875,11.182,10,574
358,376,379,373,497,335,265,10.117,11.891,14.056,30.28,14.805,7.796,15.789,10,575
320,314,338,301,427,277,300,8.702,9.096,12.365,23.192,12.719,5.707,33.23,10,576
293,320,291,339,394,281,198,7.164,8.584,7.993,25.277,14.331,5.865,5.904,11,577
282,305,315,322,409,275,245,6.104,7.954,7.561,20.239,14.174,5.001,7.245,11,578
275,289,317,295,438,265,200,5.63,7.913,15.787,20.238,12.285,5.513,4.919,11,579
263,255,265,287,364,254,204,5.039,5.551,5.944,17.128,10.354,4.999,4.842,11,580
220,235,222,275,312,200,169,4.055,5.198,5,15.829,8.426,3.504,3.896,11,581
240,236,235,267,338,196,177,4.292,5.038,5.237,15.749,10.512,3.347,3.819,11,582
197,253,193,272,269,222,134,3.504,5.352,4.29,15.041,7.44,3.857,2.836,11,583
181,228,172,265,268,209,147,3.072,4.762,3.622,14.096,6.968,3.621,3.15,11,584
188,198,169,200,222,149,111,3.78,3.937,3.464,10.394,5.749,2.518,2.203,11,585
157,197,151,225,230,171,118,2.677,4.054,3.071,11.695,5.945,2.991,2.519,11,586
156,161,156,202,216,141,111,2.598,2.913,3.386,10.002,5.158,2.364,2.322,11,587
155,141,154,158,230,130,93,2.717,2.835,3.897,8.543,5.434,2.047,1.849,11,588
96,141,102,168,162,119,67,1.494,2.756,3.189,9.331,3.74,2.085,1.298,11,589
117,135,122,165,164,108,65,1.928,2.676,2.756,9.213,3.819,1.812,1.338,11,590
